name,series_id,serial_number,rarity
--Let's go... Live.,31,LB/W21-080,CC
My Best Puppet Show,31,LB/W21-018,CR
New Story,31,LB/W21-019,CR
Regained Bond,31,LB/W21-039,CR
Little Busters!,31,LB/W21-059,CR
To the 50-Nautical-Mile-High Sky,31,LB/W21-079,CR
"""Ideal Miyazawa-sama"" Sasami",31,LB/W21-002,R
"""Little Busters"" Komari",31,LB/W21-003,R
"Searching for ""Secret"", Rin",31,LB/W21-004,R
"""Little Busters"" Rin",31,LB/W21-005,R
"""Little Busters"" Kengo & Masato",31,LB/W21-006,R
"""Troubled Thoughts"" Rin",31,LB/W21-022,R
"""Little Busters"" Kud",31,LB/W21-023,R
"""Important things"" Haruka",31,LB/W21-024,R
"""Cute is Justice"" Kud",31,LB/W21-025,R
"""Moral Committee President"" Katana",31,LB/W21-026,R
"""Gaze of Curiosity"" Yuiko",31,LB/W21-042,R
"""Big Sister, Thinking of Little Sis"" Kanata",31,LB/W21-043,R
"""Little Busters"" Haruka",31,LB/W21-044,R
"""True Wish"" Midori",31,LB/W21-045,R
"""Little Busters"" Yuiko",31,LB/W21-046,R
"""New Bond"" Komari",31,LB/W21-063,R
"""Little Busters"" Mio",31,LB/W21-064,R
"""Little Busters"" Riki",31,LB/W21-065,R
"""Little Busters"" Kyousuke",31,LB/W21-066,R
"""Step to Courage"" Rin",31,LB/W21-001,RR
"""Normal Smile"" Haruka",31,LB/W21-021,RR
"""Two as One"" Mio",31,LB/W21-041,RR
"""Fun Time"" Komari",31,LB/W21-061,RR
"""Dream of Going to the Universe"" Kud",31,LB/W21-062,RR
"""Spiral Theory of Happiness"" Komari",31,LB/W21-101,TD
"""Helping Together"" Kud",31,LB/W21-102,TD
"""Strength of Being Straightforward"" Rin",31,LB/W21-103,TD
"""Our Story"" Riki",31,LB/W21-104,TD
Lillte Busters!,31,LB/W21-105,TD
"""Time of Beginning"" Kyousuke",31,LB/W21-T01,TD
"""Candidate for Next Captaincy"" Sasami",31,LB/W21-T02,TD
"""Yui-chan"" Yuiko",31,LB/W21-T03,TD
"""Muscle Close Call"" Masato",31,LB/W21-T04,TD
"""What Have I Lost"" Komari",31,LB/W21-T05,TD
"""A Wonderful Thing"" Komari",31,LB/W21-T06,TD
Look Up at the Night Sky,31,LB/W21-T07,TD
New Story,31,LB/W21-T08,TD
Invincible Kurugaya,31,LB/W21-T09,TD
"""Friends"" Komari & Rin",31,LB/W21-T10,TD
"""Masato's Rival"" Kengo",31,LB/W21-T11,TD
"""Transfer Student Girl"" Kud",31,LB/W21-T12,TD
"""Rampant Weaponry"" Rin",31,LB/W21-T13,TD
"""Retributive Justice"" Haruka",31,LB/W21-T14,TD
Natsume -slash- Naoe,31,LB/W21-007,U
"""Candidate for Next Captain"" Sasami",31,LB/W21-008,U
"""New Bond"" Rin",31,LB/W21-009,U
Looking Up at the Night Sky,31,LB/W21-017,U
"""Masato's Rival"" Kengo",31,LB/W21-027,U
"""Save the Cafeteria!"" Rin",31,LB/W21-028,U
"""Maiden in Love"" Sasami",31,LB/W21-029,U
"""Holding Hands"" Haruka & Kanata",31,LB/W21-031,U
"Hah, It Was Great",31,LB/W21-038,U
"""Tearful Confession"" Kanata",31,LB/W21-047,U
"""Secret of Two"" Mio",31,LB/W21-048,U
"""Trust from Deep Inside"" Haruka",31,LB/W21-049,U
"Moving ""Time"", Riki",31,LB/W21-050,U
Fly You to the Classroom!,31,LB/W21-057,U
"""Kind Resident Assistant"" A-chan Senpai",31,LB/W21-067,U
"""Strike Box"" Kud",31,LB/W21-068,U
"""The Wish of Two"" Komari",31,LB/W21-069,U
"""Place Closest to Sky"" Komari",31,LB/W21-070,U
"""Rainy With A Chance of Sun"" Mio Nishizono",31,LB/W21-071,U
Farewell Yukichi!!,31,LB/W21-078,U
Nobuchika Ginoza,32,PP/SE14-06,C
"""Lemonade Candy"" Akane",32,PP/SE14-07,C
Yayoi Kunizuka,32,PP/SE14-08,C
Shion Karanomori,32,PP/SE14-09,C
"Kougami, Enforcer",32,PP/SE14-10,C
"""Hound three"" Kougami",32,PP/SE14-11,C
Kougami During Training,32,PP/SE14-12,C
Shuusei Kagari,32,PP/SE14-13,C
"Kougami, Determination Towards Investigation",32,PP/SE14-14,C
"Akane, Talent for Inspector",32,PP/SE14-15,C
"Kougami, Back When He Was Inspector",32,PP/SE14-16,C
Tomomi Masaoka,32,PP/SE14-17,C
"Kougami, Seeing the Depth",32,PP/SE14-18,C
"Kougami, Bouquet of Roses",32,PP/SE14-19,C
Fateful Encounter,32,PP/SE14-21,C
Unit One of the Public Safety Bureau's Criminal Investigation Division,32,PP/SE14-22,C
"Makishima, Refined Intelligence",32,PP/SE14-28,C
"Makishima, Mysterious Man",32,PP/SE14-29,C
"Makishima, Resistance Towards the Controlling Society",32,PP/SE14-30,C
"Makishima, A Rose",32,PP/SE14-31,C
"Makishima, Undercover as Art Teacher",32,PP/SE14-32,C
"Makishima, Deep Foresight",32,PP/SE14-33,C
Sibyl System,32,PP/SE14-34,C
Unpunishable Crime,32,PP/SE14-36,C
"Akane, Rookie Inspector",32,PP/SE14-P01,PR
"Kougami, Pattern of the Executor",32,PP/SE14-P02,PR
"Makishima, Emotional Tuning",32,PP/SE14-P03,PR
"""A Beast to Hunt a Beast"" Kougami",32,PP/SE14-01,R
"Kougami, Target to Seek",32,PP/SE14-02,R
"""Latent Criminal"" Kougami",32,PP/SE14-03,R
Akane Tsunemori,32,PP/SE14-04,R
Shinya Kougami,32,PP/SE14-05,R
Chosen Existence,32,PP/SE14-20,R
"Makishima, Cold Glare",32,PP/SE14-23,R
"""Smile of Saint"" Makishima",32,PP/SE14-24,R
Che Guzon,32,PP/SE14-25,R
"""Criminally Asymptomatic"" Makishima",32,PP/SE14-26,R
Shuugo Makishima,32,PP/SE14-27,R
Confronted Two,32,PP/SE14-35,R
"Fate, Feeling Nice",33,N2/W25-015,C
"Signum, Schlangebei�_en",33,N2/W25-016,C
"Alicia, Pestering",33,N2/W25-017,C
"Signum, Waking Up",33,N2/W25-018,C
"Fate, New Power",33,N2/W25-019,C
"Precia & Rinis, Ideal Family",33,N2/W25-020,C
"Signum, Bureau Worker",33,N2/W25-021,C
"Chrono, Memories about the ""Book of Darkness"" Incident",33,N2/W25-029,C
"Alisa & Suzuka, Christmas Party",33,N2/W25-030,C
"Vita, Present from Hayate",33,N2/W25-046,C
"Nanoha & Fate, Oath Between Two",33,N2/W25-047,C
"Nanoha, Reunited After A Long Time",33,N2/W25-048,C
"Vita, Happy Days",33,N2/W25-049,C
"Yuuno, Advisor",33,N2/W25-050,C
"Vita, Bureau Worker",33,N2/W25-051,C
"Reinforce II, Spring Winds",33,N2/W25-069,C
"Hayate, Looking for Something",33,N2/W25-070,C
"""Reminiscence"" Reinforce",33,N2/W25-071,C
"Hayate, Free from Curse",33,N2/W25-072,C
"Shamal, Expert of Supporting Magic",33,N2/W25-073,C
"Hayate, Punishing Misbehaving Kids",33,N2/W25-074,C
"Shamal, Captured Core",33,N2/W25-075,C
"Shamal, Bureau Worker",33,N2/W25-076,C
"Zafira, Full Speed Sprint",33,N2/W25-077,C
Strike of Lightning God,33,N2/W25-024,CC
Strong Enemy in the Way,33,N2/W25-025,CC
Morning of Promise,33,N2/W25-054,CC
Exelion Buster A.C.S,33,N2/W25-055,CC
"Petrifying Lance, Mistilteinn",33,N2/W25-080,CC
End of the Dreams,33,N2/W25-023,CR
For Hayate,33,N2/W25-053,CR
Morning at the Yagami Household,33,N2/W25-079,CR
"Fate, Afterwards",33,N2/W25-003,R
"Fate, For Her Friends",33,N2/W25-004,R
"Fate, Victory Declaration",33,N2/W25-005,R
"Fate, Sonic Drive",33,N2/W25-006,R
"Fate, Place to Which She Belongs",33,N2/W25-007,R
"Fate, Ideal Family",33,N2/W25-008,R
"Lindy, Battle Stance",33,N2/W25-026,R
"Nanoha, Cheerful",33,N2/W25-033,R
"Vita, Eating",33,N2/W25-034,R
"Nanoha, Cartridge System",33,N2/W25-035,R
"Nanoha, Accel Mode",33,N2/W25-036,R
"Vita, Heroic Determination",33,N2/W25-037,R
"Nanoha, Exelion Mode",33,N2/W25-038,R
"Shamal, Support Role",33,N2/W25-058,R
"Hayate, Making Breakfast",33,N2/W25-059,R
"Hayate, Happy Phone Time",33,N2/W25-060,R
"Reinforce, Overspilling Passion",33,N2/W25-061,R
"Reinforce, Moment of Farewell",33,N2/W25-062,R
"Fate, Return of Lightning",33,N2/W25-001,RR
"Signum, Something to Protect",33,N2/W25-002,RR
"Nanoha, Determined Look",33,N2/W25-031,RR
"Vita, Angry Look",33,N2/W25-032,RR
"Hayate, Unison in!",33,N2/W25-056,RR
Hayate & Reinforce as One,33,N2/W25-057,RR
"Fate, Reunited After A Long Time",33,N2/W25-009,U
"Signum, Mysterious Swordsman",33,N2/W25-010,U
"Signum, Encounter on the Rooftop",33,N2/W25-011,U
"Signum, Declaration of a General",33,N2/W25-012,U
"Arf, Feeling of Gratitude",33,N2/W25-013,U
"Fate, Final Battle",33,N2/W25-014,U
Walking Together Nicely,33,N2/W25-022,U
"Lindy, Memory of the Past",33,N2/W25-027,U
"""Extremely Large Freezing Magic"" Chrono",33,N2/W25-028,U
"Nanoha, Sudden Attack",33,N2/W25-039,U
"Vita, Schwalbefliegen",33,N2/W25-040,U
"Nanoha, New Power",33,N2/W25-041,U
"Vita, Encounter on the Rooftop",33,N2/W25-042,U
"Nanoha, Accel Shooter",33,N2/W25-043,U
"Vita, First Time Fighting Together",33,N2/W25-044,U
"Nanoha, Truth to be Told",33,N2/W25-045,U
To Not Hurt Anyone,33,N2/W25-052,U
"Shamal, Overslept",33,N2/W25-063,U
"Hayate, Master of ""Yagami Household""",33,N2/W25-064,U
"Reinforce, Nap Time",33,N2/W25-065,U
"Zafira, Piercing",33,N2/W25-066,U
"Hayate, Moment of Farewell",33,N2/W25-067,U
"Reinforce, Wishing Upon Friends",33,N2/W25-068,U
Awakening of the Book of Darkness,33,N2/W25-078,U
"Kagamine Len ""Crane""",34,PD/S22-015,C
"Kagamine Len ""Append""",34,PD/S22-016,C
"Kagamine Len ""Tricker""",34,PD/S22-017,C
"Kagamine Rin ""Future Style""",34,PD/S22-018,C
"""Continuation of Dream"" Kagamine Rin",34,PD/S22-019,C
"""Continuation of Dream"" Kagamine Len",34,PD/S22-020,C
Melancholic,34,PD/S22-021,C
"Hatsune Miku ""Pansy""",34,PD/S22-040,C
"Hatsune Miku ""Deep Sky""",34,PD/S22-041,C
"Hatsune Miku ""SW School Swimwear""",34,PD/S22-042,C
"Hatsune Miku ""Honey Whip""",34,PD/S22-043,C
"""Full Power Mikku Miku"" Hatsune Miku",34,PD/S22-044,C
"Hatsune Miku ""Hello, Good night.""",34,PD/S22-045,C
Weekender Girl,34,PD/S22-046,C
"MEIKO ""SW Water Polo""",34,PD/S22-065,C
"""Continuation of Dream"" Megurine Luka",34,PD/S22-066,C
"Hatsune Miku ""Dark Angel""",34,PD/S22-067,C
"Hatsune Miku ""Science Girl""",34,PD/S22-068,C
"Megurine Luka ""San no Sakura: Maple Scent""",34,PD/S22-069,C
"MEIKO ""Rei no Sakura: Red Pillar""",34,PD/S22-070,C
MEGANE,34,PD/S22-071,C
"Hatsune Miku ""Solitude""",34,PD/S22-090,C
"KAITO ""Requiem""",34,PD/S22-091,C
"KAITO ""SW Half Spats""",34,PD/S22-092,C
"KAITO ""Rei no Sakura: Blue Snow""",34,PD/S22-093,C
"Hatsune Miku ""Purple Swallowtail""",34,PD/S22-094,C
"Close, but SAFE",34,PD/S22-095,C
Ashes to Ashes,34,PD/S22-096,C
Tokyo Teddy Bear,34,PD/S22-024,CC
Remote Control,34,PD/S22-025,CC
Time Machine,34,PD/S22-049,CC
Continuation of Dream,34,PD/S22-050,CC
Kagamine Hachi Hachi Flower Wars,34,PD/S22-099,CC
Unhappy Refrain,34,PD/S22-100,CC
Tengaku,34,PD/S22-022,CR
Fire Flower,34,PD/S22-023,CR
Sadistic.Music Factory,34,PD/S22-048,CR
DYE,34,PD/S22-072,CR
Nostalogic,34,PD/S22-073,CR
FREELY TOMORROW,34,PD/S22-097,CR
Summer Idol,34,PD/S22-108,PR
Online Game Addicts' Sprechchor,34,PD/S22-109,PR
Secret Police,34,PD/S22-110,PR
City Left Behind,34,PD/S22-111,PR
Cat Hood,34,PD/S22-112,PR
What Is This?,34,PD/S22-113,PR
"Huh? Ah, Yes.",34,PD/S22-114,PR
Negative Positive*Continues,34,PD/S22-115,PR
Nyanyanyanyanyanyanya!,34,PD/S22-116,PR
WORLD'S END UMBRELLA,34,PD/S22-117,PR
Divine Melody,34,PD/S22-118,PR
Monochromic Blue Sky,34,PD/S22-119,PR
Stay with me,34,PD/S22-120,PR
Sweet Devil,34,PD/S22-121,PR
Tell Your World,34,PD/S22-122,PR
Dream-Eating Black And White Baku,34,PD/S22-123,PR
"""First Time Meeting You"" Miku Hatsune",34,PD/S22-P01,PR
"""Graphic-Collection"" Miku Hatsune",34,PD/S22-P02,PR
"""Weekender Girl"" Hatsune Miku",34,PD/S22-P03,PR
"""ODDS & ENDS"" Hatsune Miku",34,PD/S22-P04,PR
"""Time Machine"" Hatsune Miku",34,PD/S22-P05,PR
"Kagamine Rin ""Ni no Sakura: Butterfly""",34,PD/S22-003,R
"Kagamine Rin ""SW Striped Bikini""",34,PD/S22-004,R
"Kagamine Len ""Star Mine""",34,PD/S22-005,R
"Kagamine Rin ""Cherry Moon""",34,PD/S22-006,R
"Kagamine Rin ""Original""",34,PD/S22-007,R
"Hatsune Miku ""Linkage""",34,PD/S22-028,R
"Hatsune Miku ""Summer Memory""",34,PD/S22-029,R
"Hatsune Miku ""Ichi no Sakura: Cherry Blossom""",34,PD/S22-030,R
"""With You, Two of Us"" Hatsune Miku",34,PD/S22-031,R
"""Songs for You"" Hatsune Miku",34,PD/S22-032,R
"Megurine Luka ""SW Resort Bikini""",34,PD/S22-053,R
"Megurine Luka ""Eternal White""",34,PD/S22-054,R
"MEIKO ""SW Long Pareo""",34,PD/S22-055,R
"MEIKO ""Blue Crystal""",34,PD/S22-056,R
"Megurine Luka ""Original""",34,PD/S22-057,R
"KAITO ""General""",34,PD/S22-078,R
"""Endless Singing"" Hatsune Miku",34,PD/S22-079,R
"Hatsune Miku ""Agitation""",34,PD/S22-080,R
"Kagamine Len ""Phoenix Moon""",34,PD/S22-081,R
"Hatsune Miku ""SW Water Balloon Bikini""",34,PD/S22-082,R
"Kagamine Rin ""Scissors""",34,PD/S22-001,RR
"Kagamine Len ""Original""",34,PD/S22-002,RR
"""Electronic Songstress"" Hatsune Miku",34,PD/S22-026,RR
"Hatsune Miku ""Stubborn Factory Chief""",34,PD/S22-027,RR
"Hatsune Miku ""Emerald""",34,PD/S22-051,RR
"Megurine Luka ""Ruby""",34,PD/S22-052,RR
"Kagamine Rin ""Rain""",34,PD/S22-076,RR
"KAITO & MEIKO ""Original""",34,PD/S22-077,RR
"""Next to You"" Hatsune Miku",34,PD/S22-101,TD
"""To the Best Stage"" Hatsune Miku",34,PD/S22-102,TD
"""Black Rock Shooter"" Hatsune Miku",34,PD/S22-103,TD
"Hatsune Miku ""Original""",34,PD/S22-105,TD
Black Rock Shooter,34,PD/S22-106,TD
ODDS & ENDS,34,PD/S22-107,TD
"Kagamine Len ""Append""",34,PD/S22-T01,TD
"Kagamine Len ""Tricker""",34,PD/S22-T02,TD
"Kagamine Rin ""Future Style""",34,PD/S22-T03,TD
"""Continuation of Dream"" Kagamine Rin",34,PD/S22-T04,TD
"""Continuation of Dream"" Kagamine Len",34,PD/S22-T05,TD
Melancholic,34,PD/S22-T06,TD
Tengaku,34,PD/S22-T07,TD
"Hatsune Miku ""Pansy""",34,PD/S22-T08,TD
"Hatsune Miku ""Deep Sky""",34,PD/S22-T09,TD
"Hatsune Miku ""Honey Whip""",34,PD/S22-T10,TD
"Hatsune Miku ""FOnewear Style""",34,PD/S22-T11,TD
"""Full Power Mikku Miku"" Hatsune Miku",34,PD/S22-T12,TD
"Kagamine Rin ""Melancholy""",34,PD/S22-008,U
"Kagamine Len ""SW Boxer""",34,PD/S22-009,U
"Kagamine Len ""Ni no Sakura: Fan Dance""",34,PD/S22-010,U
"Kagamine Len ""Receiver""",34,PD/S22-011,U
"Kagamine Rin ""Transmitter""",34,PD/S22-012,U
"Akita Neru ""Original""",34,PD/S22-013,U
"Kagamine Rin ""Append""",34,PD/S22-014,U
"Hatsune Miku ""Holy Goddess""",34,PD/S22-033,U
"Hatsune Miku ""Pierretta""",34,PD/S22-034,U
"Hatsune Miku ""Cat Cape""",34,PD/S22-035,U
"""Continuation of Dream"" Hatsune Miku",34,PD/S22-036,U
"Hatsune Miku ""FOnewear Style""",34,PD/S22-037,U
"Hatsuen Miku ""Append""",34,PD/S22-038,U
"""39 GET!"" Hatsune Miku",34,PD/S22-039,U
"Hatsune Miku ""Rin-chan Love Squad No.1""",34,PD/S22-058,U
"Megurine Luka ""Rin-chan Love Squad No.2""",34,PD/S22-059,U
"Megurine Luka ""SW Competition Type""",34,PD/S22-060,U
"Kasane Teto ""Original""",34,PD/S22-061,U
"MEIKO ""Noel Rouge""",34,PD/S22-062,U
"Megurine Luka ""Soft Light Coordination""",34,PD/S22-063,U
"Megurine Luka ""Amour""",34,PD/S22-064,U
"Hatsune Miku ""Memoria""",34,PD/S22-083,U
"Yowane Haku ""Original""",34,PD/S22-085,U
"KAITO ""Guilty""",34,PD/S22-086,U
"Kagamine Rin ""SW School""",34,PD/S22-087,U
"Hatsune Miku ""Star Voice""",34,PD/S22-088,U
"Hatsune Miku ""Innocent""",34,PD/S22-089,U
"Asuna, Strong Bond",35,SAO/S20-014,C
"Asuna, Jumping to the Wrong Conclusion",35,SAO/S20-015,C
"Kuradeel, Watchman",35,SAO/S20-016,C
"Asuna, Beginning of Battle",35,SAO/S20-017,C
Laughing Coffin,35,SAO/S20-018,C
"Heathcliff, Hidden True Self",35,SAO/S20-019,C
"Asuna, Mastery of Cooking Skill",35,SAO/S20-020,C
Sacrifice,35,SAO/S20-022,C
"Leafa, Sharp Eyes",35,SAO/S20-037,C
"Suguha, After A Bath",35,SAO/S20-038,C
"Leafa, Panicking",35,SAO/S20-039,C
"Suguha, Complicated Feelings",35,SAO/S20-040,C
Oberon the Fairy King,35,SAO/S20-041,C
Recon's Courage,35,SAO/S20-043,C
Lizbeth the Smith,35,SAO/S20-061,C
"""Beast Tamer"" Silica",35,SAO/S20-062,C
"Silica, Idol-like Being",35,SAO/S20-063,C
"Silica, Leaving Party",35,SAO/S20-064,C
Pina's Heart,35,SAO/S20-065,C
Silica in A Dilemma,35,SAO/S20-066,C
"Lizbeth, Pushing From the Back",35,SAO/S20-067,C
"Silica, Trouble!",35,SAO/S20-068,C
"Silica, Feeling of Gratitude",35,SAO/S20-069,C
Cave of White Dragon,35,SAO/S20-071,C
"Yui, Child of the Two",35,SAO/S20-088,C
"Kirito, Stable Everyday Life",35,SAO/S20-089,C
"Kirito, Beginning of Battle",35,SAO/S20-090,C
"Sachi, Blooming Attachment",35,SAO/S20-091,C
"Yui, Lovely Child",35,SAO/S20-092,C
"Kirito, Snow Mountain on Floor 55",35,SAO/S20-093,C
"Kirito, Becoming Member of Knights of the Blood",35,SAO/S20-094,C
"Agil, Axe Warrior",35,SAO/S20-095,C
Star Splash,35,SAO/S20-024,CC
Duel in the Coliseum,35,SAO/S20-025,CC
Hidden Feelings,35,SAO/S20-045,CC
First Adventure,35,SAO/S20-073,CC
Pina's Resurrection,35,SAO/S20-074,CC
Realization of True Feelings,35,SAO/S20-075,CC
End of the World,35,SAO/S20-099,CC
Sudden Farewell,35,SAO/S20-100,CC
Sworn Promise,35,SAO/S20-023,CR
Spellcasting,35,SAO/S20-044,CR
Sought Warmth,35,SAO/S20-072,CR
"User of ""Dual Wield""",35,SAO/S20-098,CR
Super Deform Asuna,35,SAO/S20-106,PR
Super Deform Silica,35,SAO/S20-107,PR
Super Deform Kirito,35,SAO/S20-108,PR
Super Deform Yui,35,SAO/S20-109,PR
"Asuna, Pretty",35,SAO/S20-P01,PR
"Asuna, Taking A Bath",35,SAO/S20-P02,PR
"Asuna & Yui, Happy Times",35,SAO/S20-P03,PR
"Asuna, Two Worlds",35,SAO/S20-P04,PR
"Asuna, Feelings That Want to be Told",35,SAO/S20-P05,PR
"Suguha, Feelings That Want to be Told",35,SAO/S20-P06,PR
"Asuna, Lying Across the Sofa",35,SAO/S20-003,R
"Asuna, Imprisoned Queen",35,SAO/S20-004,R
"Asuna, Changing",35,SAO/S20-005,R
"Asuna, Dozing Off",35,SAO/S20-006,R
"Asuna, Dignified Strength",35,SAO/S20-007,R
"Leafa, Trustworthy Guide",35,SAO/S20-028,R
"Suguha, Wavering Feelings",35,SAO/S20-029,R
"Leafa, Sylph Girl",35,SAO/S20-030,R
Suguha in Uniform,35,SAO/S20-031,R
"Lizbeth, Blessing Dear Friend",35,SAO/S20-048,R
"Silica in ""Flower Garden""",35,SAO/S20-049,R
"Lizbeth, Artisan's Pride",35,SAO/S20-050,R
"Silica, Straightforward Trust",35,SAO/S20-051,R
"Lizbeth, Changing",35,SAO/S20-052,R
"Lizbeth, Determined to Propose",35,SAO/S20-053,R
"Klein, Katana Wielder",35,SAO/S20-078,R
"Kirito, Putting Self on the Battlefield",35,SAO/S20-079,R
"Kirito, For People Important to Him",35,SAO/S20-080,R
"Yui, Artificial Intelligence",35,SAO/S20-081,R
"Kirito, Discovery of Unique Skill",35,SAO/S20-082,R
"Asuna, Invitation to Party",35,SAO/S20-001,RR
"""Flash"" Asuna",35,SAO/S20-002,RR
"Leafa, Magic Swordsman",35,SAO/S20-026,RR
"Leafa, Pure Wish",35,SAO/S20-027,RR
"Lizbeth, The Thing Kept Searching For",35,SAO/S20-046,RR
"Silica, Little Sister-like Being",35,SAO/S20-047,RR
"Yui, Mysterious Girl",35,SAO/S20-076,RR
"""Black Swordsman"" Kirito",35,SAO/S20-077,RR
"""Conquering Team"" Asuna",35,SAO/S20-101,TD
"""Conquering Team"" Kirito",35,SAO/S20-102,TD
"""Beater"" Kirito",35,SAO/S20-103,TD
Kirito & Asuna,35,SAO/S20-104,TD
"Asuna, Infiltrating Underground Dungeon",35,SAO/S20-105,TD
"Asuna, Jumping to the Wrong Conclusion",35,SAO/S20-T01,TD
"Asuna, Beginning of Battle",35,SAO/S20-T02,TD
"Heathcliff, Hidden True Self",35,SAO/S20-T03,TD
"Asuna, Response to Propose",35,SAO/S20-T04,TD
"Asuna, Mastery of Cooking Skill",35,SAO/S20-T05,TD
Star Splash,35,SAO/S20-T06,TD
"Kirito, Beginning of Battle",35,SAO/S20-T07,TD
"Yui, Child of the Two",35,SAO/S20-T08,TD
"Yui, Lovely Child",35,SAO/S20-T09,TD
"Kirito, Becoming Member of Knights of the Blood",35,SAO/S20-T10,TD
"Agil, Axe Warrior",35,SAO/S20-T11,TD
"Kirito, Snow Mountain on Floor 55",35,SAO/S20-T12,TD
End of the World,35,SAO/S20-T13,TD
"User of ""Dual Wield""",35,SAO/S20-T14,TD
"Asuna, Newlywed Life",35,SAO/S20-008,U
"Asuna, Unarmed Reality",35,SAO/S20-009,U
"Asuna, Vice Guild Leader",35,SAO/S20-010,U
"Asuna, Waiting Out Rain",35,SAO/S20-011,U
"Asuna, Response to Proposal",35,SAO/S20-012,U
"Heathcliff, Guild Leader",35,SAO/S20-013,U
Return to the Frontlines,35,SAO/S20-021,U
"Suguha, Listening to Her Own Words",35,SAO/S20-032,U
"Recon, Kind Ally",35,SAO/S20-033,U
"Suguha, Kendo Girl",35,SAO/S20-034,U
"Leafa, Blushed Look",35,SAO/S20-035,U
"Leafa, Hands Bitten",35,SAO/S20-036,U
Healing Spell,35,SAO/S20-042,U
Pina. Familiar,35,SAO/S20-054,U
"Silica, Date Feeling",35,SAO/S20-055,U
"Lizbeth, Mace User",35,SAO/S20-056,U
"Silica, Beginning of Adventure",35,SAO/S20-057,U
"Silica, Dagger User",35,SAO/S20-058,U
"Silica, Cute Mischief",35,SAO/S20-059,U
"Lizbeth, Optimistic Smile",35,SAO/S20-060,U
Pneuma Flower,35,SAO/S20-070,U
"Kirito, Solo Player",35,SAO/S20-083,U
"Sachi, Black Cats of the Full Moon",35,SAO/S20-084,U
"Kirito, Strong Bond",35,SAO/S20-085,U
"Kirito, Appraising",35,SAO/S20-086,U
"Kirito, Casual Kindness",35,SAO/S20-087,U
Proposal,35,SAO/S20-096,U
"Thank You, Goodbye",35,SAO/S20-097,U
"Nanako, Helping Out",36,P4/SE15-03,C
"""Captain Resentment"" Yousuke Hanamura",36,P4/SE15-04,C
"Yu, Self-Proclaimed Special Investigation Squad",36,P4/SE15-05,C
P-1 Grand Prix Commencing!,36,P4/SE15-06,C
"President Teddie, Organizer of P-1 Grand Prix!",36,P4/SE15-11,C
Body Number 024,36,P4/SE15-12,C
"Rise, P-1 Grand Prix Exclusive Live",36,P4/SE15-13,C
"Chie, Future Woman Police",36,P4/SE15-14,C
"Aigis, Reunited Sisters",36,P4/SE15-15,C
"Labrys, Fateful Encounter",36,P4/SE15-16,C
Anger of Labrys,36,P4/SE15-17,C
Asterius Appears,36,P4/SE15-18,C
"Akihiko, Fist to Protect",36,P4/SE15-22,C
"""Career-Risking Battle"" Kanji",36,P4/SE15-23,C
"""Protein Junkie of Steel Fist!"" Akihiko Sanada",36,P4/SE15-24,C
Warrior Training,36,P4/SE15-25,C
Horror of Object X,36,P4/SE15-26,C
Genko And Bond,36,P4/SE15-27,C
"""Beast of Libido"" Teddie",36,P4/SE15-31,C
"""Worst Elevator Girl in the History"" Elizabeth",36,P4/SE15-32,C
"Elizabeth, In the Midst of Eternal Journey",36,P4/SE15-33,C
"Mitsuru, Captain of Shadow Walker",36,P4/SE15-34,C
"Naoto, Undercover Investigation",36,P4/SE15-35,C
Breaking Into the Broadcasting Room!,36,P4/SE15-36,C
"Aigis, Final Break!",36,P4/SE15-P01,PR
"Fuuka, Support Specialist",36,P4/SE15-P02,PR
"Yousuke, Self-Proclaimed Special Investigation Squad",36,P4/SE15-01,R
"""Steel Sister Complex Leader"" Yu Narukami",36,P4/SE15-02,R
"""Heartless Angel Full of Armaments"" Aigis",36,P4/SE15-07,R
"""Steel Student Council President of Eighth High School"" Labrys",36,P4/SE15-08,R
"""Male-Rivalling Dragon of Footwork"" Chie Satonaka",36,P4/SE15-09,R
"""Bullish President of Massacre"" Shadow Labrys",36,P4/SE15-10,R
"Yukiko, Promise with Friends",36,P4/SE15-19,R
"""Thrilling Hard-Muscled Emperor"" Kanji Tatsumi",36,P4/SE15-20,R
"""Hard to Conquer Snow 'Black'"" Yukiko Amagi",36,P4/SE15-21,R
"Teddie, Self-Proclaimed Special Investigation Squad",36,P4/SE15-28,R
"""Solitude Execution Queen!"" Mitsuru Kirijou",36,P4/SE15-29,R
"""Killjoy Detective With IQ 2000"" Naoto Shirogane",36,P4/SE15-30,R
"Misaki, Night of White Miracle",37,DC/W23-014,C
"Sakura, Princess of the Royal Capital",37,DC/W23-015,C
"Izumiko, With Marvelous Boyfriend",37,DC/W23-016,C
"Mahiru, Big Ruckus!",37,DC/W23-017,C
"Sakura, Happiness of ""Family""",37,DC/W23-018,C
"Aisia, Time of Happiness",37,DC/W23-019,C
"Otome, Always Together",37,DC/W23-021,C
"Kanae, Awkward Separation",37,DC/W23-039,C
"Mikkun, Heart-Thumping",37,DC/W23-040,C
"Tomo-chan, Admiration for the Band",37,DC/W23-041,C
"Koko, Dancing with Yukata at Bon Festival",37,DC/W23-043,C
"Miki, Mahiru's ""Family""",37,DC/W23-044,C
"Kotori, Turning Feelings into Words",37,DC/W23-045,C
"Tamaki, Future of Two",37,DC/W23-046,C
"Nanaka, Each's Own Feelings",37,DC/W23-047,C
